source	interaction_type	target
SUSD4	BN	GRIN1 
DLX4	BN	LHX1 
ST18	BN	SHC4 
ST18	BN	hCT1970992.1 
GFAP	BN	MICA 
PLAC2	BN	GABRQ 
HIST1H2BE	BN	HIST1H2AD 
ADAMTS1	BN	HEYL 
Contig42161_RC	BN	AF131772 
Contig42161_RC	BN	Contig42253_RC 
Contig42161_RC	BN	CDS1 
Contig42161_RC	BN	AK023601 
Contig42161_RC	BN	HSS00371094 
KCNK1	BN	Contig58239_RC 
PRDX6	BN	STON2 
PRDX6	BN	CSRP2 
PRDX6	BN	PPAP2B 
PRDX6	BN	MYLK 
PRDX6	BN	PAQR8 
Contig40251_RC	BN	AI869951_RC 
Contig40251_RC	BN	CYHR1 
Contig40251_RC	BN	EDC3 
Contig40251_RC	BN	HSS00123916 
CCDC19	BN	FAM81B 
COL3A1	BN	SCUBE3 
COL3A1	BN	ASPN 
COL3A1	BN	VGLL3 
COL3A1	BN	PTGIS 
COL3A1	BN	SLC22A3 
HRSP12	BN	PKIA 
HRSP12	BN	ABAT 
HRSP12	BN	AGXT2L1 
RNF141	BN	AGA 
Contig55749_RC	BN	ENG 
Contig55749_RC	BN	HYAL1 
AF035290	BN	KCNJ12 
AF035290	BN	AF070564 
RASAL1	BN	FLRT1 
MAP9	BN	NM_175894 
MAP9	BN	HSS00330832 
SSTR2	BN	ENST00000299846 
Contig45549_RC	BN	Contig46677_RC 
Contig45549_RC	BN	Contig41905_RC 
Contig45549_RC	BN	C13orf26 
Contig45549_RC	BN	DNAH7 
Contig45549_RC	BN	GABRG1 
PLP1	BN	TMEM144 
PLP1	BN	MAP7 
PLP1	BN	PSEN1 
ATP1B1	BN	SCG5 
CDR1	BN	Contig52296_RC 
ITM2A	BN	RP13-36C9.6 
ITM2A	BN	ABCG2 
DYNC1LI1	BN	PCMT1 
DYNC1LI1	BN	VPS35 
DYNC1LI1	BN	IARS 
DYNC1LI1	BN	DNM1L 
DYNC1LI1	BN	NBEA 
DYNC1LI1	BN	PANK3 
DYNC1LI1	BN	LMBR1 
ACTN2	BN	PEX11B 
MAPK8	BN	KIAA1409 
MAPK8	BN	ZNF304 
GPR37	BN	MIRN101-1 
GPR37	BN	TF 
GPR37	BN	ENPP2 
GPR37	BN	Contig43380_RC 
GPR37	BN	UGT8 
GPR37	BN	NINJ2 
GPR37	BN	Contig36931_RC 
GPR37	BN	CYB5R2 
GPR37	BN	CNDP1 
GPR37	BN	OLIG2 
GPR37	BN	BC039450 
Contig40744_RC	BN	AL117605 
ANKH	BN	USP15 
ANKH	BN	Contig42933_RC 
ANKH	BN	CCDC85A 
ANKH	BN	CUL3 
ANKH	BN	BBS7 
ANKH	BN	HSS00330832 
S100A9	BN	IL1R2 
S100A9	BN	HK3 
S100A9	BN	S100A8 
S100A9	BN	SULT1B1 
S100A9	BN	FPRL1 
Contig32123_RC	BN	AK054978 
VIM	BN	RSE_00000602448 
VIM	BN	ECM2 
VIM	BN	WEE1 
PDE1A	BN	MFSD4 
TMEM81	BN	Contig42306_RC 
TMEM81	BN	AOC2 
LRRC20	BN	SPRYD3 
LRRC20	BN	CLEC2L 
PRNP	BN	MAGEH1 
PRNP	BN	MRFAP1 
PRNP	BN	MRPL11 
AB023201	BN	RIT2 
PRKCZ	BN	APLP1 
Contig8977_RC	BN	AK024876 
Contig8977_RC	BN	CRYZ 
Contig8977_RC	BN	CTAG2 
Contig8977_RC	BN	NM_032763 
Contig8977_RC	BN	AK095543 
Contig56010_RC	BN	PJA1 
Contig26278_RC	BN	TAGAP 
FOLH1	BN	SPAG16 
FOLH1	BN	SGK2 
FOLH1	BN	TMEM10 
FOLH1	BN	TMEM125 
FOLH1	BN	NM_152714 
FOLH1	BN	RHBDL2 
FOLH1	BN	C21orf37 
FOLH1	BN	HSS00128455 
FOLH1	BN	HSS00257342 
FOLH1	BN	HSS00299458 
GPRC5A	BN	CYP1B1 
GPRC5A	BN	H19 
GPRC5A	BN	AK055564 
GPRC5A	BN	FBLIM1 
GPRC5A	BN	AF085878 
SACS	BN	RAP2A 
MCF2	BN	PAIP1 
MCF2	BN	C3orf57 
MCF2	BN	VSTM2 
MCF2	BN	hCT1971265 
UGCGL2	BN	SNORD47 
TFF2	BN	BTNL2 
TFF2	BN	BC007549 
TFF2	BN	BE816138 
GABBR2	BN	NM_018723 
GABBR2	BN	GALNT9 
GABBR2	BN	MICAL2 
MGP	BN	NNMT 
LMO4	BN	MAP4 
PMP2	BN	C4orf18 
Contig34504_RC	BN	PMS2L1 
Contig34504_RC	BN	AL137425 
ZNF365	BN	KIAA1107 
PFKFB3	BN	CCL2 
PFKFB3	BN	TRIM47 
PFKFB3	BN	AK024534 
CD302	BN	MRC1 
CD302	BN	ENTPD1 
CD302	BN	GNA13 
Contig46178_RC	BN	AK001612 
Contig46178_RC	BN	SLC4A8 
Contig46178_RC	BN	TMEM17 
RQCD1	BN	ZMYM6 
GNG2	BN	MAGED1 
GNG2	BN	CCBE1 
GNG2	BN	KCNIP4 
GNG2	BN	DIRAS2 
DUSP2	BN	EGR2 
DUSP2	BN	C1orf51 
Contig48208_RC	BN	Contig47221_RC 
Contig48208_RC	BN	AK024121 
SPA17	BN	Contig49369_RC 
SPA17	BN	hCT1646998.3 
LRP1B	BN	HSS00083045 
ARL15	BN	DKK2 
ARL15	BN	AK021687 
LCP1	BN	ARHGDIB 
LCP1	BN	ALOX5AP 
LCP1	BN	NM_031471 
LCP1	BN	CARD12 
LCP1	BN	NCF4 
F7	BN	LIPC 
F7	BN	XM_172802 
VDAC2	BN	KIFAP3 
VDAC2	BN	SUB1 
VDAC2	BN	hCT1957917.1 
MDFIC	BN	AK096536 
GLI1	BN	C21orf82 
TPM2	BN	AL359062 
TPM2	BN	Contig16043_RC 
TPM2	BN	FAM46B 
TPM2	BN	FBLIM1 
TPM2	BN	XM_068880 
TPM2	BN	COL13A1 
RPRM	BN	RASEF 
Contig27391_RC	BN	CD84 
Contig27391_RC	BN	GPR34 
Contig27391_RC	BN	TAGAP 
Contig27391_RC	BN	P2RY13 
Contig48954_RC	BN	ARMETL1 
Contig48954_RC	BN	CCT6B 
Contig48954_RC	BN	Contig51068_RC 
Contig48954_RC	BN	ST7OT1 
Contig48954_RC	BN	Contig38914_RC 
Contig48954_RC	BN	NM_022129 
Contig48954_RC	BN	ACRC 
Contig48954_RC	BN	ZNF655 
Contig48954_RC	BN	STIP1 
Contig48954_RC	BN	AK092825 
Contig48954_RC	BN	METT5D1 
Contig48954_RC	BN	HSS00209331 
Contig48954_RC	BN	C16orf58 
Contig48954_RC	BN	HSS00299206 
Contig48954_RC	BN	AK023312 
Contig48954_RC	BN	AF086472 
Contig48954_RC	BN	C18orf56 
Contig48954_RC	BN	HSS00168882 
Contig48954_RC	BN	XM_211650 
Contig48954_RC	BN	HSS00296136 
Contig48954_RC	BN	ZMYM2 
PSMD14	BN	ACTR2 
PIK4CA	BN	NM_199283 
PIK4CA	BN	NM_199345 
RIMS3	BN	ITPR1 
RIMS3	BN	C20orf46 
RIMS3	BN	UNC13A 
RIMS3	BN	NM_152518 
TAF9	BN	ENST00000299383 
CPE	BN	ETV1 
RBPMS	BN	ITGA5 
RBPMS	BN	AL713660 
ANGPT1	BN	GPR23 
ANGPT1	BN	FZD7 
ANGPT1	BN	Contig47146_RC 
ANGPT1	BN	SRPX 
Contig40128_RC	BN	MAP3K8 
Contig40128_RC	BN	ELL2 
Contig40128_RC	BN	ATP1B3 
Contig40128_RC	BN	AK026743 
Contig40128_RC	BN	MCL1 
LAMB1	BN	Contig45138_RC 
LAMB1	BN	CTHRC1 
PTPN4	BN	AL109696 
PTPN4	BN	STRBP 
PTPN4	BN	AF131795 
LHFPL3	BN	KLRC3 
LHFPL3	BN	IL1RAP 
LHFPL3	BN	RP11-35N6.1 
SNX22	BN	RGS2 
SNX22	BN	NEU4 
SNX22	BN	hCT1971424.1 
ADRBK2	BN	Contig55201_RC 
FOXN2	BN	THSD3 
GNG12	BN	ANGPT1 
GNG12	BN	HAS1 
GNG12	BN	F2R 
GNG12	BN	BC040195 
CNTN3	BN	GLRA3 
CNTN3	BN	PCDH20 
RGS2	BN	hCT1971424.1 
Contig47297_RC	BN	ELK1 
AOC3	BN	MYOCD 
AOC3	BN	NTF3 
CD34	BN	GATA2 
RNASE2	BN	PLAC8 
RNASE2	BN	ALOX5AP 
RNASE2	BN	NAPSB 
RNASE2	BN	FCGR3B 
RNASE2	BN	RNASE3 
RNASE2	BN	FCGR3A 
IDI1	BN	SC5DL 
IDI1	BN	HMGCS1 
IDI1	BN	SC4MOL 
Contig43380_RC	BN	SPOCK3 
Contig43380_RC	BN	C18orf51 
Contig43380_RC	BN	LGR5 
Contig51066_RC	BN	AK093353 
Contig33039_RC	BN	Contig20953_RC 
Contig10653_RC	BN	DGKE 
Contig10653_RC	BN	TAF9B 
Contig10653_RC	BN	hCT1816274.1 
Contig10653_RC	BN	HSS00009111 
ZFP36	BN	CXCL2 
ZFP36	BN	PBEF1 
ZFP36	BN	MIDN 
ZFP36	BN	BTG2 
ZFP36	BN	CDKN1A 
GDAP1	BN	NRXN1 
GDAP1	BN	RNF12 
GDAP1	BN	C6orf55 
GDAP1	BN	OPA1 
GDAP1	BN	MSH2 
GDAP1	BN	NRG1 
GDAP1	BN	E2F3 
GDAP1	BN	CDH13 
EPAS1	BN	TFRC 
EPAS1	BN	SEMA3G 
EPAS1	BN	CMTM8 
EHD3	BN	Contig47405_RC 
IQSEC3	BN	CORO6 
IQSEC3	BN	CPLX2 
IQSEC3	BN	CBX6 
IQSEC3	BN	MGAT5B 
KIAA1598	BN	Contig40744_RC 
KIAA1598	BN	BCAS1 
KIAA1598	BN	KIF6 
KIAA1598	BN	SLAIN1 
KIAA1598	BN	GREM1 
KIAA1598	BN	HSS00041439 
KIAA1598	BN	HSS00056152 
CD86	BN	RNASE6 
CD86	BN	ADAM28 
VAMP3	BN	PICALM 
VAMP3	BN	CLSTN1 
VAMP3	BN	AGPAT3 
VAMP3	BN	ATPBD4 
VAMP3	BN	hCT1832870.2 
CA10	BN	ZCCHC12 
KLHL14	BN	LRRC38 
SYNGR3	BN	SYT7 
SYNGR3	BN	GARNL4 
SYNGR3	BN	Contig49095_RC 
SYNGR3	BN	WNK2 
SYNGR3	BN	MYH10 
SYNGR3	BN	BSCL2 
SYNGR3	BN	CBLN2 
SYNGR3	BN	KLK7 
SYNGR3	BN	HSS00046509 
SYNGR3	BN	HPCAL4 
ALDH1L1	BN	TMPRSS3 
ALDH1L1	BN	CABLES1 
IFITM2	BN	C1R 
IFITM2	BN	IFITM3 
IFITM2	BN	IFITM1 
AL137342	BN	EVI2A 
AL137342	BN	GLTP 
AL137342	BN	SPTLC2 
AL137342	BN	ABCA8 
MID1IP1	BN	MYOT 
MID1IP1	BN	Contig40673_RC 
MID1IP1	BN	ZNF652 
MID1IP1	BN	VEZF1 
MID1IP1	BN	PCTK3 
MID1IP1	BN	CLMN 
MID1IP1	BN	USP54 
MID1IP1	BN	C10orf75 
MID1IP1	BN	HSS00328120 
CYS1	BN	Contig45549_RC 
CYS1	BN	HSS00292164 
SOD3	BN	NM_172089 
AK3L1	BN	CCDC6 
AK3L1	BN	AK3L2 
MARVELD3	BN	SLC22A8 
MARVELD3	BN	HSS00141347 
KIAA0774	BN	ODZ2 
KIAA0774	BN	TNFAIP3 
Contig38566_RC	BN	hCT1656345.3 
FXYD1	BN	PDLIM3 
FXYD1	BN	SOD3 
FXYD1	BN	CRLF1 
FXYD1	BN	C9orf165 
FXYD1	BN	NTSR2 
FXYD1	BN	ALDH4A1 
FXYD1	BN	hCT2313298 
POU2F1	BN	AL049355 
IFI44	BN	IFI44L 
AF070595	BN	Contig9780_RC 
AF070595	BN	BC040662 
Contig31509_RC	BN	MAPK8 
Contig31509_RC	BN	MAST3 
Contig31509_RC	BN	SORCS3 
Contig31509_RC	BN	hCT1970489.1 
Contig36432_RC	BN	RSE_00000729974 
Contig36432_RC	BN	AL157504 
Contig36432_RC	BN	ZNF638 
Contig36432_RC	BN	Contig41352_RC 
Contig36432_RC	BN	hCT1769654 
VIP	BN	TAC3 
VIP	BN	GRIN3A 
VEGF	BN	TTR 
VEGF	BN	DDIT4 
Contig40585_RC	BN	BC036043 
Contig40585_RC	BN	HSS00303195 
Contig40585_RC	BN	BC017428 
AQP1	BN	CRISPLD1 
CADPS	BN	ROS1 
CADPS	BN	ATP6V1G2 
TRPM4	BN	CHIA 
ATP2B1	BN	TANC2 
ATP2B1	BN	Contig20914_RC 
ATP2B1	BN	CREG2 
ATP2B1	BN	OXR1 
ATP2B1	BN	CACNA1E 
FXYD3	BN	PDLIM4 
FXYD3	BN	MGST1 
Contig45266	BN	AK022150 
NUDT4	BN	GABPB2 
SLC9A2	BN	GJB6 
SLC9A2	BN	GLT8D2 
CD84	BN	EVI2B 
F3	BN	Contig56513_RC 
F3	BN	SERPINA3 
F3	BN	CYR61 
F3	BN	IL1RAP 
F3	BN	GADD45A 
F3	BN	VASN 
F3	BN	NRP1 
F3	BN	LRIG1 
F3	BN	PDPN 
F3	BN	ABCC9 
F3	BN	AF143880 
CDC40	BN	C12orf29 
CDC40	BN	PVRL3 
FBXO9	BN	SOX9 
DNASE1	BN	Contig33234_RC 
DNASE1	BN	Contig63625_RC 
DNASE1	BN	SCARB1 
DNASE1	BN	XM_089146 
NM_014086	BN	Contig53223 
NM_014086	BN	AK024558 
NM_014086	BN	AF086538 
NM_014086	BN	NM_145303 
NM_014086	BN	AL833074 
NM_014086	BN	HSS00133488 
NM_014086	BN	HSS00292132 
RPS27	BN	RSE_00000517427 
RPS27	BN	ENST00000300330 
RPS27	BN	hCT1640337.3 
RPS27	BN	hCT1829651.2 
RPS27	BN	hCT1641728.3 
Contig40015_RC	BN	TSHZ2 
Contig40015_RC	BN	Contig38591_RC 
Contig40015_RC	BN	SCGN 
NM_013307	BN	PHLDB2 
NM_013307	BN	CDC14B 
BCAS1	BN	C9orf58 
BCAS1	BN	C7orf41 
BCAS1	BN	MOBP 
SLC16A9	BN	PRDX6 
SLC16A9	BN	AR 
SLC16A9	BN	TJP2 
SLC16A9	BN	Contig16161_RC 
SLC16A9	BN	Contig8872_RC 
SLC16A9	BN	CAPS 
SLC16A9	BN	ABCA1 
GMDS	BN	SMAD3 
GMDS	BN	SULF1 
GMDS	BN	NM_177964 
GMDS	BN	FSTL4 
ESM1	BN	MAP1LC3C 
DLEC1	BN	C10orf105 
DLEC1	BN	C6orf118 
OXCT1	BN	TUSC3 
OXCT1	BN	hCT2255806 
TK1	BN	BIRC5 
ROM1	BN	C14orf152 
FBLN5	BN	HIST1H2BG 
FBLN5	BN	HSS00008962 
FBLN5	BN	SLC2A12 
PIM1	BN	NFIL3 
PIM1	BN	MTHFD2 
SLC4A4	BN	PTN 
Contig34605_RC	BN	Contig12803_RC 
Contig34605_RC	BN	NM_015092 
Contig34605_RC	BN	EXOC1 
KBTBD6	BN	STAM 
TAC1	BN	HSPB3 
TAC1	BN	KCNAB1 
S100A11	BN	PROCR 
S100A11	BN	TIMP1 
S100A11	BN	CLIC1 
S100A11	BN	FER1L3 
S100A11	BN	EIF4EBP1 
S100A11	BN	EMILIN2 
S100A11	BN	NM_138402 
S100A11	BN	NM_024829 
S100A11	BN	CMTM7 
S100A11	BN	C1orf24 
S100A11	BN	VAMP8 
S100A11	BN	hCT1764595.2 
CABP3	BN	ELF2 
CABP3	BN	HSS00381099 
GULP1	BN	TPBG 
PAQR9	BN	SMPX 
PAQR9	BN	hCT1813836.1 
Contig20953_RC	BN	BACE2 
CTDSP1	BN	TENC1 
CTDSP1	BN	CLEC14A 
CTDSP1	BN	CCND1 
TPD52L1	BN	EMX2OS 
TPD52L1	BN	FAM107A 
TPD52L1	BN	METTL7A 
TPD52L1	BN	MAPK4 
TPD52L1	BN	SLC39A12 
Contig46942_RC	BN	XKR4 
Contig46942_RC	BN	NM_020927 
Contig46942_RC	BN	C8orf79 
Contig46942_RC	BN	BC030766 
PKP4	BN	AB032981 
HPRT1	BN	MLSTD1 
HPRT1	BN	GDAP1 
HPRT1	BN	Contig39132_RC 
HPRT1	BN	CAP2 
HPRT1	BN	XK 
HPRT1	BN	RNF12 
C1orf213	BN	MYOHD1 
EBI2	BN	RGS1 
EBI2	BN	IL10 
FAM91A2	BN	SLC4A4 
FAM91A2	BN	PHACTR2 
Contig46244_RC	BN	RNASE2 
Contig46244_RC	BN	CD14 
Contig46244_RC	BN	PIK3AP1 
Contig46244_RC	BN	CD53 
Contig46244_RC	BN	CARD15 
Contig46244_RC	BN	RNASE3 
Contig46244_RC	BN	SLAMF8 
Contig46244_RC	BN	CCR5 
EPHA4	BN	Contig45138_RC 
EPHA4	BN	GABRA3 
EPHA4	BN	AK096481 
Contig45464_RC	BN	NM_016140 
ELOVL7	BN	AL049435 
ELOVL7	BN	GPR146 
ELOVL7	BN	EVI1 
SLITRK1	BN	Contig43639_RC 
SLITRK1	BN	PCDH11Y 
Contig47453_RC	BN	GJB2 
Contig39132_RC	BN	BCAT1 
PLK4	BN	Contig66615_RC 
PLK4	BN	BRCA2 
Contig39193_RC	BN	NM_001001677 
C9orf125	BN	ZMAT4 
C9orf125	BN	AB018332 
C9orf125	BN	GABARAPL1 
C9orf125	BN	PRICKLE1 
C9orf125	BN	KCNH5 
MTHFD2	BN	SLC1A5 
MTHFD2	BN	EIF4EBP1 
CNTN1	BN	RCN2 
CNTN1	BN	Contig16181_RC 
CIRBP	BN	GSTZ1 
CIRBP	BN	MYL5 
CIRBP	BN	TRAPPC2L 
CIRBP	BN	ANKRD9 
CIRBP	BN	DNAJB6 
CIRBP	BN	AK055808 
CIRBP	BN	NOXA1 
CIRBP	BN	HIST1H2BD 
CIRBP	BN	SPR 
CIRBP	BN	C1orf86 
CIRBP	BN	RBM3 
CIRBP	BN	hCT1970806.1 
CIRBP	BN	AK093290 
Contig31525_RC	BN	DEPDC7 
Contig31525_RC	BN	NCK1 
CXCL10	BN	CXCL11 
ATP2B3	BN	Contig49095_RC 
ATP2B3	BN	CFC1 
ATP2B3	BN	MKX 
ATP2B3	BN	TOMM34 
EGR4	BN	C11orf69 
EGR4	BN	ARC 
NKIRAS1	BN	BCAP29 
NKIRAS1	BN	NRG3 
NKIRAS1	BN	ENST00000278891 
NKIRAS1	BN	hCT1641088.2 
NFE2	BN	FCN1 
HMHA1	BN	RNASET2 
HMHA1	BN	Contig33703_RC 
HMHA1	BN	LILRA2 
HMHA1	BN	hCT1970937.1 
GIMAP5	BN	TNFRSF10A 
Contig43639_RC	BN	ATP8A1 
Contig43639_RC	BN	BC039411 
CUEDC1	BN	C19orf18 
CUEDC1	BN	PNLDC1 
LEPREL1	BN	Contig32099_RC 
USP15	BN	CDC7 
NM_016368	BN	FZD9 
NM_016368	BN	GPR30 
NM_016368	BN	KIF26A 
NM_016368	BN	CARD10 
NM_016368	BN	WTIP 
PSCD4	BN	WAS 
AL133090	BN	KIAA0774 
AL133090	BN	FGF9 
AL133090	BN	APRIN 
AL133090	BN	VSTM2 
SFRS16	BN	MALAT1 
KIF1C	BN	MID1IP1 
KIF1C	BN	Contig25972_RC 
KIF1C	BN	XRCC3 
DOK1	BN	ATBF1 
DOK1	BN	NM_012385 
DOK1	BN	C1orf78 
DOK1	BN	INPP5D 
DOK1	BN	HVCN1 
DOK1	BN	TLN1 
DOK1	BN	STK10 
DOK1	BN	SIPA1 
DOK1	BN	AK024800 
DOK1	BN	ITGB5 
GLIS3	BN	HSS00346643 
Contig33979_RC	BN	AF086001 
Contig33979_RC	BN	AF086387 
Contig33979_RC	BN	RGL3 
ATP6V1F	BN	ATP5H 
ATP6V1F	BN	ENST00000266592 
BTBD3	BN	AKAP11 
BTBD3	BN	AK090892 
Contig42789_RC	BN	GPR22 
OAT	BN	NDUFB6 
HLA-DRB6	BN	HLA-DPA1 
KCNQ1OT1	BN	Contig25356_RC 
KCNQ1OT1	BN	Contig36420_RC 
NOL4	BN	TBC1D24 
NOL4	BN	Contig25972_RC 
NOL4	BN	RNF150 
NOL4	BN	CDH18 
NOL4	BN	PCDH19 
NOL4	BN	AK000957 
NOL4	BN	PSD3 
CALB2	BN	CXCL14 
CALB2	BN	TAC3 
ADCYAP1	BN	SST 
ADCYAP1	BN	DLG3 
ADCYAP1	BN	AK092087 
Contig15167_RC	BN	OR4F5 
KIF21B	BN	H3F3B 
KIF21B	BN	LRRC62 
KIF21B	BN	FEZF2 
SLC7A11	BN	Contig26081_RC 
ECGF1	BN	IFI30 
ECGF1	BN	FAM20C 
ECGF1	BN	P2RY6 
ECGF1	BN	HSS00223815 
Contig26975_RC	BN	NM_017884 
ANLN	BN	CA2 
ANLN	BN	PLCL1 
ANLN	BN	AYTL1 
MNDA	BN	CD300LF 
MYL5	BN	XM_212067 
KCNIP1	BN	C1orf95 
Contig11940_RC	BN	HSS00164826 
Contig10575_RC	BN	AF116656 
Contig10575_RC	BN	NM_174898 
Contig10575_RC	BN	BC020911 
CSTA	BN	C1orf162 
PCP4L1	BN	C5orf16 
PCP4L1	BN	VWC2 
AMPH	BN	AL109781 
AMPH	BN	TUFT1 
Contig20749_RC	BN	AK3L1 
Contig20749_RC	BN	RASSF8 
Contig20749_RC	BN	Contig14068_RC 
Contig20749_RC	BN	YPEL4 
Contig20749_RC	BN	AK001011 
Contig20749_RC	BN	hCT2256732 
Contig20749_RC	BN	BC013077 
PYGL	BN	CD1D 
COQ3	BN	CDO1 
COQ3	BN	PGBD1 
ATP5B	BN	ATP5A1 
ATP5B	BN	NDUFAB1 
ATP5B	BN	ATP5G3 
ATP5B	BN	RTN1 
ATP5B	BN	hCT2310969 
Contig5818_RC	BN	HSS00212059 
KRT18	BN	IGF2BP2 
SALL3	BN	Contig41813_RC 
SALL3	BN	LHX2 
SALL3	BN	PYGM 
SALL3	BN	LRRN1 
SALL3	BN	RNF182 
PCDH8	BN	CTXN3 
PCDH8	BN	NEUROD1 
PCDH8	BN	CBLN4 
PCDH8	BN	DPP6 
PCDH8	BN	XM_088686 
CHN1	BN	CADPS 
CHN1	BN	MAP2 
ALDOC	BN	S73397 
NT5E	BN	NOTCH2NL 
NT5E	BN	ATP1A2 
HLA-DMB	BN	CD86 
HLA-DMB	BN	HLA-DMA 
HLA-DMB	BN	HLA-DRA 
Contig46789_RC	BN	CDH10 
Contig46789_RC	BN	ZDHHC23 
SPOCK3	BN	ANLN 
SPOCK3	BN	FAM13C1 
SPOCK3	BN	GNAI1 
SPOCK3	BN	EDIL3 
RGS4	BN	SLC39A10 
RGS4	BN	SNX10 
RGS4	BN	FAM49A 
RGS4	BN	AF035317 
RGS4	BN	CTNNA1 
RGS4	BN	KCNC2 
RGS4	BN	BC038512 
Contig26627_RC	BN	Contig38942_RC 
Contig26627_RC	BN	DNAJC3 
Contig26627_RC	BN	hCT1971287.1 
Contig26627_RC	BN	HSS00294378 
KIAA0802	BN	AB018332 
KIAA0802	BN	MSH2 
VWF	BN	MATN3 
BTG3	BN	Contig39852_RC 
BTG3	BN	TCP11L2 
BTG3	BN	HSS00008036 
GRIA3	BN	Contig31509_RC 
GRIA3	BN	FAM102B 
GRIA3	BN	Contig51943_RC 
GRIA3	BN	DPY19L2 
CD74	BN	PSCD4 
CD74	BN	HLA-DOA 
CD74	BN	HLA-DRB4 
Contig46242_RC	BN	PTPRZ1 
Contig46242_RC	BN	FGF2 
ACTA1	BN	RSE_00000613195 
ACTA1	BN	ACTC1 
ACTA1	BN	MYL9 
ACTA1	BN	MCAM 
ACTA1	BN	VCL 
ACTA1	BN	Contig32072_RC 
JMJD2D	BN	NUDT6 
JMJD2D	BN	AL832086 
ARHGEF9	BN	SUSD4 
AB007977	BN	Contig45279_RC 
FGF9	BN	NRXN3 
FGF9	BN	HERC5 
FGF9	BN	GLS2 
TBX15	BN	TMEM16B 
TBX15	BN	CLEC1A 
TBX15	BN	NDUFA4L2 
PLIN	BN	SLC14A1 
TP53I11	BN	Contig53080_RC 
TP53I11	BN	SMTNL2 
Contig45303_RC	BN	MND1 
Contig45303_RC	BN	SLCO1A2 
Contig45303_RC	BN	COL9A2 
Contig45303_RC	BN	BC036581 
Contig45303_RC	BN	BC035119 
AL049423	BN	AK001020 
AL049423	BN	LIFR 
AL049423	BN	Contig10575_RC 
AL049423	BN	GNA13 
AL049423	BN	RFTN2 
AL049423	BN	hCT1782866.2 
AL049423	BN	YES1 
SST	BN	AK096556 
S100A10	BN	GALNT10 
EEF1E1	BN	PSMD14 
ZNF706	BN	PARP8 
FOXG1B	BN	BC030122 
FOXG1B	BN	FOXG1A 
OLIG1	BN	SNX22 
OLIG1	BN	OLIG2 
OLIG1	BN	KCNIP3 
OLIG1	BN	GPR17 
OLIG1	BN	MYO10 
OLIG1	BN	BCAN 
CAP2	BN	ATP2A2 
CAP2	BN	CYCS 
CAP2	BN	EEF1D 
Contig49422_RC	BN	NM_018664 
PTPLAD1	BN	TRPM3 
PTPLAD1	BN	TMEM56 
KCNH2	BN	KCNK3 
HLF	BN	SSTR2 
HLF	BN	KLHL14 
HLF	BN	IMPG1 
HLF	BN	NM_138339 
HLF	BN	KCNH1 
HLF	BN	ABCA11 
HLF	BN	BM710955 
FOXF1	BN	RUNX3 
FOXF1	BN	TBX3 
FOXF1	BN	FOXQ1 
F10	BN	OMD 
F10	BN	MARVELD3 
F10	BN	GPC3 
F10	BN	IGF2AS 
F10	BN	SLC22A3 
F10	BN	SVIL 
MBP	BN	SPTBN1 
Contig42297_RC	BN	AF131784 
Contig42297_RC	BN	NM_017786 
Contig42297_RC	BN	ZNF804A 
Contig42297_RC	BN	LRRC2 
PRPS2	BN	TUBB2C 
PRPS2	BN	CCNB1 
SATB2	BN	C11orf41 
SATB2	BN	Contig46789_RC 
SATB2	BN	LASS6 
SATB2	BN	GLCCI1 
SATB2	BN	RAP1GAP 
SATB2	BN	GRM5 
SATB2	BN	DLGAP2 
SATB2	BN	ANKRD32 
SATB2	BN	FGFR1OP2 
Contig40549_RC	BN	AF086074 
Contig40549_RC	BN	UHMK1 
Contig40549_RC	BN	HSS00264849 
COL4A5	BN	NM_153696 
COL4A5	BN	AL157463 
ACACB	BN	AHNAK 
DAB2	BN	GYPC 
DAB2	BN	COL6A3 
FKBP4	BN	AK094679 
FKBP4	BN	hCT11610.3 
CNN1	BN	AK001903 
MVP	BN	LMNA 
MVP	BN	TMBIM1 
MVP	BN	H2AFJ 
MVP	BN	TP53 
Contig66615_RC	BN	CTHRC1 
FHL2	BN	GULP1 
C4BPB	BN	CD36 
C4BPB	BN	CEP55 
NM_016641	BN	EEF1E1 
TUBB4Q	BN	Contig43688_RC 
TUBB4Q	BN	LSS 
CYP26A1	BN	SMPX 
CYP26A1	BN	SEMA3E 
CYP26A1	BN	NPY 
CYP26A1	BN	HS3ST4 
CYP26A1	BN	NPFFR2 
MRVI1	BN	TMPRSS3 
S100A4	BN	MOXD1 
Contig32322_RC	BN	Contig32798_RC 
Contig32322_RC	BN	TMTC2 
SNX10	BN	SLC22A18AS 
SNX10	BN	ELAVL2 
SNX10	BN	AK094685 
SNX10	BN	RNF128 
EMP2	BN	PODXL 
AL137734	BN	AK093957 
HSPA1B	BN	DNAJB1 
HSPA1B	BN	HSPA1A 
HSPA1B	BN	P4HA2 
HSPA1B	BN	Contig38747_RC 
HSPA1B	BN	STK31 
HSPA1B	BN	BANP 
HSPA1B	BN	HSS00020921 
Contig40527_RC	BN	Contig17607_RC 
Contig40527_RC	BN	hCT1826481.2 
FAM102B	BN	IGFBPL1 
FAM102B	BN	AB046791 
FAM102B	BN	TMEM155 
SOX2OT	BN	TGFA 
SOX2OT	BN	MAL 
HSPB1	BN	BAG3 
HSPB1	BN	Contig23475_RC 
HSPB1	BN	AL049450 
