Number,SMILES,IUPAC name,Name,MW
377,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=NC=CC=C1,4-{[4-(acetyloxy)phenyl](pyridin-2-yl)methyl}phenyl acetate,Bisacodyl,361.4
378,CN(CC1=C(N)C(Br)=CC(Br)=C1)C1CCCCC1,"2,4-dibromo-6-{[cyclohexyl(methyl)amino]methyl}aniline",Bromhexine ,376.1
379,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,"8-{4-[4-(pyrimidin-2-yl)piperazin-1-yl]butyl}-8-azaspiro[4.5]decane-7,9-dione",Buspirone ,385.5
380,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,"(1'S,2R,2'R,10'R,11'S,15'S)-2',15'-dimethylspiro[oxolane-2,14'-tetracyclo[8.7.0.0_,_.0__,__]heptadecane]-6',8'-diene-5,5'-dione",Canrenone,340.5
381,COC(=O)N\N=C\C1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1,"3-[(1E)-{[(methoxycarbonyl)amino]imino}methyl]quinoxaline-1,4-diium-1,4-bis(olate)",Carbadox,262.2
382,O=C1O[Pt]OC(=O)C11CCC1,"6,8-dioxa-7-platinaspiro[3.5]nonane-5,9-dione",Carboplatin,337.2
383,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,"2-azatricyclo[9.4.0.0_,_]pentadeca-1(11),3,5,7,9,12,14-heptaene-2-carboxamide",Carbamazepine,236.3
384,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=C(O)C=C1)C(O)=O,"(6R,7R)-7-[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetamido]-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",Cefoperazone acid,645.7
385,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,"(6R,7R)-3-[(acetyloxy)methyl]-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",Cefotaxime Acid,455.5
386,CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3=CC=CC=C3)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1)C(O)=O,"1-{[(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(1-carboxy-1-methylethoxy)imino]acetamido]-2-carboxylato-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl]methyl}pyridin-1-ium",Ceftazidime,546.6
387,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,"2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",Chloramphenicol,323.1
388,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(CC[C@]12C)OC(C)=O,"(1S,2R,10R,11S,14R,15S)-14-acetyl-5-(acetyloxy)-8-chloro-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-6,8-dien-14-yl acetate",Chlormadinone Acetate,449
389,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,4-{4-[bis(2-chloroethyl)amino]phenyl}butanoic acid,Chlorambucil,304.2
390,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,[3-(4-chlorophenyl)-3-(pyridin-2-yl)propyl]dimethylamine,Chlorpheniramine ,274.8
391,CCN(CC)CCCC(C)NC1=CC=NC2=C1C=CC(Cl)=C2,{4-[(7-chloroquinolin-4-yl)amino]pentyl}diethylamine,Chloroquine ,319.9
392,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=C1C=CC=C2,"2-(2,6-dioxopiperidin-3-yl)-2,3-dihydro-1H-isoindole-1,3-dione",Thalidomide,258.2
393,OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,"1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid",Ciprofloxacin,331.3
394,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,"1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile",Citalopram,324.4
395,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-14-ethyl-12,13-dihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-7-methoxy-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",Clarithromycin,748
396,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1,"1-(4-chlorophenoxy)-1-(1H-imidazol-1-yl)-3,3-dimethylbutan-2-one",Climbazole,292.8
397,NC1CCN(C1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,"7-(3-aminopyrrolidin-1-yl)-8-chloro-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",Clinafloxacin ,365.8
398,CCN(CC)CCOC1=CC=C(C=C1)C(=C(\Cl)C1=CC=CC=C1)\C1=CC=CC=C1,"(2-{4-[(E)-2-chloro-1,2-diphenylethenyl]phenoxy}ethyl)diethylamine",Clomiphene ,406
399,CCN1CCCC1CNC(=O)C1=C(OC)C=C(N)C(=C1)S(=O)(=O)CC,4-amino-5-(ethanesulfonyl)-N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxybenzamide,Amisulpride,369.5
400,COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=C(Cl)C=CC=C1,"methyl (2S)-2-(2-chlorophenyl)-2-{4H,5H,6H,7H-thieno[3,2-c]pyridin-5-yl}acetate",Clopidogrel ,321.8
401,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"(1R,2S,10S,11S,13S,14R,15S,17S)-14-(2-chloroacetyl)-1-fluoro-17-hydroxy-2,13,15-trimethyl-5-oxotetracyclo[8.7.0.0_,_.0__,__]heptadeca-3,6-dien-14-yl propanoate",Clobetasol Propionate,467
402,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,"2-hydroxypropane-1,2,3-tricarboxylic acid; dimethyl({2-[(2-methylphenyl)(phenyl)methoxy]ethyl})amine",Orphenadrine citrate,461.5
403,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"(1S,2R,10S,11S,14S,15S,17S)-17-hydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-5-one",Corticosterone,346.5
404,CCN(C(=O)\C=C\C)C1=C(C)C=CC=C1,(2E)-N-ethyl-N-(2-methylphenyl)but-2-enamide,Crotamiton,203.3
405,ClCCN(CCCl)P1(=O)NCCCO1,"2-[bis(2-chloroethyl)amino]-1,3,2__-oxazaphosphinan-2-one",Cyclophosphamide ,261.1
406,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)[C@@H]3C[C@@H]3[C@]12C,"(1S,2S,3S,5R,11R,12S,15R,16S)-15-acetyl-9-chloro-2,16-dimethyl-6-oxopentacyclo[9.7.0.0_,_.0_,_.0__,__]octadeca-7,9-dien-15-yl acetate",Cyproterone Acetate,416.9
407,OC[C@H]1O[C@@H]2[C@@H](OC3=NC(=N)C=CN23)[C@@H]1O,"(2R,4R,5R,6S)-4-(hydroxymethyl)-10-imino-3,7-dioxa-1,9-diazatricyclo[6.4.0.0_,_]dodeca-8,11-dien-5-ol",Cyclocytidine,225.2
408,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one",Cytarabine,243.2
409,CN(C)\N=N\C1=C(N=CN1)C(N)=O,5-[(1E)-dimethyltriaz-1-en-1-yl]-1H-imidazole-4-carboxamide,Dacarbazine,182.2
410,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,"(1S,2R,13R,14S,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.0_,__.0_,_.0__,__]icosa-4(8),5,9-trien-17-ol",Danazol,337.5
411,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,"(1S,2R,5S,10R,11S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-7-en-14-one",Dehydroepiandrosterone,288.4
412,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,"13-chloro-2-(piperidin-4-ylidene)-4-azatricyclo[9.4.0.0_,_]pentadeca-1(11),3(8),4,6,12,14-hexaene",Desloratadine,310.8
413,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,"(1S,9S,10S)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.0_,__.0_,_]heptadeca-2(7),3,5-triene",Dextromethorphan ,271.4
414,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,"2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetic acid",Diclofenac,296.1
415,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,"4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one","2',3' - Dideoxycytidine",211.2
416,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,4-[(3E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,Diethylstilbestrol,268.4
417,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,"5-(2,4-difluorophenyl)-2-hydroxybenzoic acid",Diflunisal,250.2
418,CCN(CC)C(=S)SSC(=S)N(CC)CC,"N,N-diethyl[(diethylcarbamothioyl)disulfanyl]carbothioamide",Disulfiram,296.5
419,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1COC2=C(O1)C=CC=C2,"2-[4-(2,3-dihydro-1,4-benzodioxine-2-carbonyl)piperazin-1-yl]-6,7-dimethoxyquinazolin-4-amine",Doxazosin ,451.5
420,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(=O)NC1=O,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methyloxolan-2-yl]-5-fluoro-1,2,3,4-tetrahydropyrimidine-2,4-dione",Doxifluridine,246.2
421,CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O,"7-(1,3-dioxolan-2-ylmethyl)-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",Doxofylline,266.3
422,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,"(4S,4aR,5S,5aR,6R,12aS)-4-(dimethylamino)-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",Doxycycline ,444.4
423,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,(2S)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]pyrrolidine-2-carboxylic acid,Enalapril,376.4
424,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N1CCNCC1)C(F)=C2,"1-ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid",Enoxacin,320.3
425,CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,"1-cyclopropyl-7-(4-ethylpiperazin-1-yl)-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",Enrofloxacin,359.4
426,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"(1S,2R,10R,11S,14R,15S)-14-ethynyl-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-5-one",Ethisterone,312.4
427,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,"5-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",Esomeprazole ,345.4
428,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,"(1S,10R,11S,14S,15S)-15-methyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-2(7),3,5-triene-5,14-diol",Estradiol,272.4
429,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,"(1S,10R,11S,13R,14R,15S)-15-methyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-2(7),3,5-triene-5,13,14-triol",Estriol,288.4
430,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,"(1S,10R,11S,15S)-5-hydroxy-15-methyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-2(7),3,5-trien-14-one",Estrone,270.4
431,CC(O)(P(O)([O-])=O)P(O)([O-])=O,hydrogen (1-hydrogen phosphonato-1-hydroxyethyl)phosphonate,Etidronate ,204
432,CCOC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C(C)=C(OC)C=C1C,"ethyl (2E,4E,6E,8E)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoate",Etretinate,354.5
433,NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(Cl)Cl)C=C1Cl,"6-chloro-3-(dichloromethyl)-1,1-dioxo-3,4-dihydro-2H-1__,2,4-benzothiadiazine-7-sulfonamide",Trichloromethiazide,380.7
434,CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,2-[(acetyloxy)methyl]-4-(2-amino-9H-purin-9-yl)butyl acetate,Famciclovir,321.3
435,COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=CC=C1)=C2,"methyl N-[5-(phenylsulfanyl)-1H-1,3-benzodiazol-2-yl]carbamate",Fenbendazole,299.3
436,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,4-oxo-4-(4-phenylphenyl)butanoic acid,Fenbufen,254.3
437,Cl.OC1=CC=C(C=C1)C1CNCCC2=C1C=C(O)C(O)=C2Cl,"6-chloro-1-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol hydrochloride",Fenoldopam ,342.2
438,CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1,2-(3-phenoxyphenyl)propanoic acid,Fenoprofen,242.3
439,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,Fenofibrate,360.8
440,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,"(1S,2R,7R,10S,11S,14S,15S)-N-tert-butyl-2,15-dimethyl-5-oxo-6-azatetracyclo[8.7.0.0_,_.0__,__]heptadec-3-ene-14-carboxamide",Finasteride,372.5
441,FC1=CNC(=O)NC1=O,"5-fluoro-1,2,3,4-tetrahydropyrimidine-2,4-dione",5-Fluorouracil,130.1
442,CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,2-(3-fluoro-4-phenylphenyl)propanoic acid,Flurbiprofen,244.3
443,CN1CCN(CC1)C1=C(F)C2=C(C=C1F)C(=O)C(=CN2CCF)C(O)=O,"6,8-difluoro-1-(2-fluoroethyl)-7-(4-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",Fleroxacin,369.3
444,Cl.CN(C)CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,"dimethyl({3-[(2E)-tricyclo[9.4.0.0_,_]pentadeca-1(11),3,5,7,12,14-hexaen-2-ylidene]propyl})amine hydrochloride",Amitriptyline ,313.9
445,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,"5-fluoro-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione",Floxuridine,246.2
446,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,"(1S,2S,4R,8S,9S,11S,12R,13S,19S)-12,19-difluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.0_,_.0_,_.0__,__]icosa-14,17-dien-16-one",Fluocinolone acetonide,452.5
447,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=C(F)C=C1,"methyl N-[5-(4-fluorobenzoyl)-1H-1,3-benzodiazol-2-yl]carbamate",Flubendazole,313.3
448,CC(C)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,Flutamide,276.2
449,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,"2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-ol",Fluconazole,306.3
450,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,"(1S,2R,10R,11S,15S)-6-hydroxy-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-6-ene-5,14-dione",Formestane,302.4
451,FC1=CN(C2CCCO2)C(=O)NC1=O,"5-fluoro-1-(oxolan-2-yl)-1,2,3,4-tetrahydropyrimidine-2,4-dione",Ftorafur,200.2
452,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,4-chloro-2-[(furan-2-ylmethyl)amino]-5-sulfamoylbenzoic acid,Furosemide,330.7
453,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,"2-amino-9-{[(1,3-dihydroxypropan-2-yl)oxy]methyl}-6,9-dihydro-1H-purin-6-one",Ganciclovir,255.2
454,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,"1-cyclopropyl-6-fluoro-8-methoxy-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",Gatifloxacin,375.4
455,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,"(2R,3R,4R,5R)-2-{[(1S,2S,3R,4S,6R)-4,6-diamino-3-{[(2R,3R,6S)-3-amino-6-[(1R)-1-(methylamino)ethyl]oxan-2-yl]oxy}-2-hydroxycyclohexyl]oxy}-5-methyl-4-(methylamino)oxane-3,5-diol",Gentamycin ,477.6
456,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid",Gemfibrozil,250.3
457,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,1-(4-methylbenzenesulfonyl)-3-{octahydrocyclopenta[c]pyrrol-2-yl}urea,Gliclazide,323.4
458,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,"3-ethyl-4-methyl-2-oxo-N-(2-{4-[({[(1r,4r)-4-methylcyclohexyl]carbamoyl}amino)sulfonyl]phenyl}ethyl)-2,5-dihydro-1H-pyrrole-1-carboxamide",Glimepiride,490.6
459,COC1=C(OCC(O)CO)C=CC=C1,"3-(2-methoxyphenoxy)propane-1,2-diol",Guaifenesin,198.2
460,CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"4-[(3R,4S)-4-(4-hydroxyphenyl)hexan-3-yl]phenol",Hexestrol,270.4
461,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-5-one",Hydrocortisone,362.5
462,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"2-[(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-2,15-dimethyl-5-oxotetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-14-yl]-2-oxoethyl acetate",Hydrocortisone 21-acetate,404.5
463,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"(1S,2R,10R,11S,14R,15S)-14-acetyl-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-5-one",17- Hydroxyprogesterone,330.5
464,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-iodo-1,2,3,4-tetrahydropyrimidine-2,4-dione",Idoxuridine,354.1
465,ClCCNP1(=O)OCCCN1CCCl,"3-(2-chloroethyl)-2-[(2-chloroethyl)amino]-1,3,2__-oxazaphosphinan-2-one",Ifosfamide,261.1
466,CC(C)CN1C=NC2=C(N)N=C3C=CC=CC3=C12,"1-(2-methylpropyl)-1H-imidazo[4,5-c]quinolin-4-amine",Imiquimod,240.3
467,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,"4-chloro-N-(2-methyl-2,3-dihydro-1H-indol-1-yl)-3-sulfamoylbenzamide",Indapamide,365.8
468,COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,"N-({4-[2-(dimethylamino)ethoxy]phenyl}methyl)-3,4-dimethoxybenzamide",Itopride ,358.4
469,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,"1-(butan-2-yl)-4-{4-[4-(4-{[2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazin-1-yl]phenyl}-4,5-dihydro-1H-1,2,4-triazol-5-one",Itraconazole,705.6
470,C[C@H](C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,(2S)-2-(3-benzoylphenyl)propanoic acid,(S)-(+)-Ketoprofen ,254.3
471,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,"(6S)-6-phenyl-2H,3H,5H,6H-imidazo[2,1-b][1,3]thiazole",Levamisole ,204.3
472,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],"(1S,2R,10R,11S,14R,15S)-15-ethyl-14-ethynyl-14-hydroxytetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-5-one",Levonorgestrel,312.4
473,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",Levodopa,197.2
474,C[C@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.0_,__]trideca-5,7,9(13),11-tetraene-11-carboxylic acid",Levofloxacin ,361.4
475,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,"5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide",Leflunomide,270.2
476,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,(2S)-1-[(2S)-6-amino-2-{[(1S)-1-carboxy-3-phenylpropyl]amino}hexanoyl]pyrrolidine-2-carboxylic acid,Lisinopril,405.5
477,CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N1CCNC(C)C1)C(F)=C2,"1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",Lomefloxacin ,351.3
478,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,"ethyl 4-{13-chloro-4-azatricyclo[9.4.0.0_,_]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene}piperidine-1-carboxylate",Loratadine,382.9
479,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,"4-[(3,4-dichlorophenyl)formamido]-4-(dipentylcarbamoyl)butanoic acid",Lorglumide,459.4
480,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1[K],"[2-butyl-4-chloro-1-({4-[2-(1-potassio-1H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1H-imidazol-5-yl]methanol",Losartan potassium,461
